Voyage_ID,Date,Ship_Type,Engine_Type,Maintenance_Status,Turnaround_Time_hours,Efficiency_nm_per_kWh
2456,2023-07-02,Bulk Carrier,Diesel,Good,53.97909969149705,1.3483125769476574
2457,2023-07-09,Tanker,Diesel,Good,43.854777824852846,0.4493074254117442
2458,2023-07-16,Fish Carrier,Steam Turbine,Critical,67.48577687189493,1.3961793452032023
2459,2023-07-23,Container Ship,Heavy Fuel Oil (HFO),Good,29.644014557566248,0.8281184798827464
2460,2023-07-30,Tanker,Diesel,Good,35.792585034877206,1.182628264428467
2461,2023-08-06,Tanker,Heavy Fuel Oil (HFO),Critical,58.96074316849662,0.9759070660969228
2462,2023-08-13,Tanker,Heavy Fuel Oil (HFO),,62.27250836656189,0.1480415059128832
2463,2023-08-20,,Heavy Fuel Oil (HFO),Critical,44.88670573631383,1.0737617150314678
2464,2023-08-27,Bulk Carrier,Heavy Fuel Oil (HFO),Fair,71.9232912478695,1.4492792294124888
2465,2023-09-03,Bulk Carrier,Diesel,Fair,18.97411238564075,0.2810488776776947
2466,2023-09-10,Bulk Carrier,Heavy Fuel Oil (HFO),Critical,38.73306612709806,1.34368740461407
2467,2023-09-17,Fish Carrier,Heavy Fuel Oil (HFO),Good,41.760739881409066,0.7324496502564442
2468,2023-09-24,Tanker,Heavy Fuel Oil (HFO),Critical,46.00748714736038,1.2713099904110312
2469,2023-10-01,Container Ship,Steam Turbine,Critical,22.057180487031253,0.6962759149450353
2470,2023-10-08,,Heavy Fuel Oil (HFO),Good,18.715161046180857,0.813766045611235
2471,2023-10-15,Fish Carrier,Diesel,Fair,44.40172553394878,1.3715449749153477
2472,2023-10-22,Fish Carrier,Heavy Fuel Oil (HFO),Critical,23.33293146799987,0.1905018405190454
2473,2023-10-29,Bulk Carrier,Steam Turbine,Fair,21.927414409471844,0.9875403103071532
2474,2023-11-05,Container Ship,Heavy Fuel Oil (HFO),Fair,25.96048981564917,0.349134569103739
2475,2023-11-12,Container Ship,Heavy Fuel Oil (HFO),Good,17.99387010936907,1.1951878662155553
2476,2023-11-19,Container Ship,Diesel,Critical,31.58726331062619,0.5607798932545098
2477,2023-11-26,Bulk Carrier,Steam Turbine,Good,28.85218794191736,0.5582315381583796
2478,2023-12-03,Bulk Carrier,Heavy Fuel Oil (HFO),Fair,28.753073797738,0.8061592754604219
2479,2023-12-10,Container Ship,Diesel,Good,57.53412974723162,0.2580308400447612
2480,2023-12-17,Container Ship,Diesel,Critical,41.80909687445798,1.4619875845932693
2481,2023-12-24,Tanker,Heavy Fuel Oil (HFO),Fair,70.59755968021528,0.3387921625780428
2482,2023-12-31,Tanker,Steam Turbine,Critical,45.65546681302803,0.2456453218749174
2483,2024-01-07,,Heavy Fuel Oil (HFO),Fair,65.7714924950177,0.5854147018822831
2484,2024-01-14,Bulk Carrier,Diesel,Fair,31.522143444195176,0.4934260948389066
2485,2024-01-21,Container Ship,Heavy Fuel Oil (HFO),Critical,65.66681445172694,0.8163133806878847
2486,2024-01-28,Tanker,Heavy Fuel Oil (HFO),Fair,40.06956302504916,0.9093828949054166
2487,2024-02-04,Tanker,Diesel,Fair,26.14415892846652,1.3474002484322096
2488,2024-02-11,Tanker,Heavy Fuel Oil (HFO),Critical,27.721664121943952,0.7357999835868752
2489,2024-02-18,Tanker,Diesel,Critical,62.7230880915873,0.5044085652083421
2490,2024-02-25,Fish Carrier,Diesel,Critical,27.19419835659564,0.3208754497974328
2491,2024-03-03,Container Ship,Steam Turbine,Good,16.079345395370197,1.0341718111856149
2492,2024-03-10,Tanker,Steam Turbine,Good,24.55050760197241,1.0303795454040516
2493,2024-03-17,Bulk Carrier,Heavy Fuel Oil (HFO),Good,62.512049632081954,0.4110411796726285
2494,2024-03-24,Container Ship,Steam Turbine,Fair,63.84748718456555,0.1895707530653765
2495,2024-03-31,Container Ship,Diesel,Fair,70.7649095373109,0.5391628431407166
2496,2024-04-07,Tanker,Heavy Fuel Oil (HFO),Fair,15.310633306347972,1.2234214993883723
2497,2024-04-14,Bulk Carrier,,Fair,44.20946192662899,0.4340826203187109
2498,2024-04-21,Bulk Carrier,Heavy Fuel Oil (HFO),Critical,68.41482034096441,0.6930170244440176
2499,2024-04-28,,Heavy Fuel Oil (HFO),Fair,53.598578040014,0.5266057771810857
2500,2024-05-05,Fish Carrier,Steam Turbine,Good,16.375367821321767,0.555792417019825
2501,2024-05-12,Bulk Carrier,Diesel,Good,40.26236975934337,0.2723364491796702
2502,2024-05-19,Fish Carrier,Steam Turbine,Fair,36.022395294943735,1.3997468352553455
2503,2024-05-26,Tanker,Diesel,Critical,54.56129047494949,0.5934719022953352
2504,2024-06-02,Tanker,Steam Turbine,Fair,17.0372896549899,1.3109291947174857
2505,2024-06-09,,Steam Turbine,Critical,39.727378538033776,0.9080178959501968
2506,2024-06-16,Fish Carrier,Steam Turbine,Fair,29.630338519555096,0.6890007098830095
2507,2024-06-23,Container Ship,Steam Turbine,Good,48.43249060784893,0.5320481842489506
2508,2024-06-30,Tanker,Diesel,Critical,65.3765342480124,1.3859599660542263
2509,2023-06-04,Container Ship,Diesel,Fair,46.7804338403394,0.6558112896539589
2510,2023-06-11,Fish Carrier,Heavy Fuel Oil (HFO),Fair,58.47608748549749,0.7674264396429307
2511,2023-06-18,Tanker,Steam Turbine,Fair,71.1106792448503,0.1655739900135712
2512,2023-06-25,Fish Carrier,Steam Turbine,Good,43.03035360025132,0.7706893810157928
2513,2023-07-02,Bulk Carrier,Heavy Fuel Oil (HFO),Good,23.084011472931337,0.6481418133381996
2514,2023-07-09,Tanker,Steam Turbine,Critical,67.54768735502111,1.4186586749241366
2515,2023-07-16,Fish Carrier,Steam Turbine,Critical,54.2567934431146,1.1767983997013158
2516,2023-07-23,Fish Carrier,Diesel,Good,12.909451821170396,1.0557078022727784
2517,2023-07-30,,Diesel,Good,37.60999285701863,1.2496051992261408
2518,2023-08-06,Bulk Carrier,Steam Turbine,Fair,33.91852673230294,1.1247688801875075
2519,2023-08-13,Container Ship,Steam Turbine,Critical,32.16662295520619,0.3079979433381037
2520,2023-08-20,Tanker,Diesel,Fair,19.60127410340685,1.1274183856204911
2521,2023-08-27,Container Ship,Steam Turbine,Critical,64.5872656122458,0.6835064520645263
2522,2023-09-03,Bulk Carrier,Heavy Fuel Oil (HFO),Good,67.91494417813125,0.9569397409806996
2523,2023-09-10,Bulk Carrier,Heavy Fuel Oil (HFO),Critical,12.36414889103476,1.4221018851299574
2524,2023-09-17,Bulk Carrier,Steam Turbine,Fair,60.7669195629935,1.3250850622450208
2525,2023-09-24,Fish Carrier,Heavy Fuel Oil (HFO),Critical,69.03951988687928,0.8272555486748515
2526,2023-10-01,Fish Carrier,Diesel,Good,63.53982303980507,0.960652986914488
2527,2023-10-08,Fish Carrier,Steam Turbine,Good,41.99358760284596,0.5374610350949164
2528,2023-10-15,Tanker,Diesel,Critical,45.26539333914037,0.2347846433192784
2529,2023-10-22,Bulk Carrier,Diesel,Critical,36.35294004682694,0.8144807026174394
2530,2023-10-29,Fish Carrier,,,64.05415477033786,1.3832294120355668
2531,2023-11-05,Tanker,Steam Turbine,Good,52.2117121759286,1.038192370716017
2532,2023-11-12,Fish Carrier,Heavy Fuel Oil (HFO),Good,16.064537644946448,0.713825016806555
2533,2023-11-19,Bulk Carrier,Diesel,Good,54.82481049289834,0.3172963923129339
2534,2023-11-26,Fish Carrier,Steam Turbine,Critical,28.2204098271905,1.2997669566686867
2535,2023-12-03,Container Ship,Heavy Fuel Oil (HFO),Good,30.6226330935302,0.5270990572620952
2536,2023-12-10,Fish Carrier,Diesel,Fair,32.82289016960533,0.1161367200048132
2537,2023-12-17,Fish Carrier,Steam Turbine,Good,45.75835424535593,0.282963063397051
2538,2023-12-24,Fish Carrier,Diesel,Critical,12.809091858775776,0.1128040197383278
2539,2023-12-31,Container Ship,Steam Turbine,Good,59.23250426945022,1.0922609483356205
2540,2024-01-07,Container Ship,Diesel,Critical,14.08180867268873,0.737365551295246
2541,2024-01-14,Tanker,Diesel,Critical,25.469814008583075,1.3258284289537037
2542,2024-01-21,,Diesel,Critical,39.68894811869151,0.3222664938345865
2543,2024-01-28,Fish Carrier,Steam Turbine,Good,67.47940060337564,1.1083145400116194
2544,2024-02-04,Tanker,Steam Turbine,Fair,22.77947109677235,0.6735709010024077
2545,2024-02-11,Container Ship,Heavy Fuel Oil (HFO),Good,60.05259165135391,0.2600890507185113
2546,2024-02-18,Tanker,Steam Turbine,Fair,59.41088271896545,0.7425592590603255
2547,2024-02-25,Container Ship,Heavy Fuel Oil (HFO),Fair,63.49173357743917,0.8389050630647223
2548,2024-03-03,Tanker,Steam Turbine,Fair,70.54552986745354,0.1870686497751554
2549,2024-03-10,Fish Carrier,Steam Turbine,Good,37.30893012704129,0.7189569385062835
2550,2024-03-17,Container Ship,Heavy Fuel Oil (HFO),Good,40.80582214683778,0.4984113746000115
2551,2024-03-24,Container Ship,Heavy Fuel Oil (HFO),Good,70.72372784934649,0.6620387505730676
2552,2024-03-31,Container Ship,Diesel,Fair,15.232034514741075,1.393469254102373
2553,2024-04-07,Tanker,Steam Turbine,Fair,58.41648686784316,0.8482633171031302
2554,2024-04-14,Bulk Carrier,Steam Turbine,Fair,52.19597142271278,1.2910355639896345
2555,2024-04-21,Tanker,Steam Turbine,Critical,38.61148999064344,0.4814384851284056
2556,2024-04-28,Container Ship,Diesel,Good,55.259689174449925,1.3625830134304688
2557,2024-05-05,Container Ship,Steam Turbine,Fair,41.94545865048262,0.1981515503641287
2558,2024-05-12,Container Ship,Heavy Fuel Oil (HFO),Critical,53.6813879902972,0.8419786527754132
2559,2024-05-19,Tanker,Heavy Fuel Oil (HFO),Critical,55.891761467280645,1.0920558413966142
2560,2024-05-26,Container Ship,Diesel,Good,56.23919924006989,1.4681701882253793
2561,2024-06-02,Fish Carrier,Heavy Fuel Oil (HFO),Critical,25.88753463371115,1.0178401655024654
2562,2024-06-09,Tanker,Heavy Fuel Oil (HFO),Fair,46.91553857825728,0.6532161308240229
2563,2024-06-16,Container Ship,Steam Turbine,Critical,26.167522386286365,1.4898676358052414
2564,2024-06-23,Tanker,Heavy Fuel Oil (HFO),Critical,66.8756439819168,0.3447004049485616
2565,2024-06-30,Fish Carrier,Diesel,Good,55.5284662212267,1.1433571241316702
2566,2023-06-04,Tanker,Heavy Fuel Oil (HFO),Good,46.61581515982064,1.2088558687655635
2567,2023-06-11,Container Ship,Steam Turbine,Critical,23.84072778669735,0.5935825451231072
2568,2023-06-18,Container Ship,Steam Turbine,Good,56.66262578117066,1.364729915964238
2569,2023-06-25,Container Ship,Diesel,Critical,53.13495540862305,1.2608971642615523
2570,2023-07-02,,Steam Turbine,Good,24.245021592487824,1.331392200213484
2571,2023-07-09,Bulk Carrier,Steam Turbine,Critical,45.885824693113086,0.4905758040779302
2572,2023-07-16,,Heavy Fuel Oil (HFO),Critical,71.58144791015596,1.430822460414678
2573,2023-07-23,Tanker,,Critical,13.11598475302552,0.1168966551055747
2574,2023-07-30,Bulk Carrier,Steam Turbine,Fair,66.33476099866058,1.3796994253492487
2575,2023-08-06,Tanker,Diesel,Critical,57.816883408174846,0.6680623992629978
2576,2023-08-13,Bulk Carrier,Diesel,Fair,46.02023916373856,0.2050183997951124
2577,2023-08-20,Tanker,Heavy Fuel Oil (HFO),Critical,33.06233171589836,1.0880937796575478
2578,2023-08-27,Fish Carrier,Heavy Fuel Oil (HFO),Good,20.31096147733063,0.1997265432080898
2579,2023-09-03,Tanker,Heavy Fuel Oil (HFO),Critical,53.8057360476416,0.8073269928611706
2580,2023-09-10,,Heavy Fuel Oil (HFO),Good,58.70735240214944,1.3784293189270087
2581,2023-09-17,Container Ship,Heavy Fuel Oil (HFO),Critical,67.78283829635538,1.1206354928748432
2582,2023-09-24,Tanker,Diesel,Fair,61.15632321815938,1.440243078819487
2583,2023-10-01,Tanker,Diesel,Good,16.92513296196787,0.3610950944606151
2584,2023-10-08,Fish Carrier,Steam Turbine,Critical,69.90607181119694,1.1800487239916684
2585,2023-10-15,Fish Carrier,Heavy Fuel Oil (HFO),Good,22.610624898662152,0.2518456224410137
2586,2023-10-22,Tanker,Heavy Fuel Oil (HFO),Good,15.361935256871432,1.0853888741549238
2587,2023-10-29,Bulk Carrier,Diesel,Critical,36.9760902375746,0.2697989037444376
2588,2023-11-05,Container Ship,Steam Turbine,Good,25.446929161117104,0.3018366059314558
2589,2023-11-12,Container Ship,Diesel,Critical,23.729553441662347,0.6807879201218593
2590,2023-11-19,,Diesel,Fair,35.58861381679888,1.2406325275908676
2591,2023-11-26,Container Ship,Heavy Fuel Oil (HFO),Critical,66.99451117796042,0.4164555030443222
2592,2023-12-03,Bulk Carrier,,Critical,20.396401559729483,0.5858983164660364
2593,2023-12-10,Container Ship,,Critical,30.72457513604242,1.4018740682307258
2594,2023-12-17,Fish Carrier,Heavy Fuel Oil (HFO),Good,20.54263417859421,1.2912526225526375
2595,2023-12-24,Container Ship,Steam Turbine,,44.080409280941545,0.5198141570183039
2596,2023-12-31,Fish Carrier,Diesel,Critical,57.32326964253333,1.224018374469223
2597,2024-01-07,Bulk Carrier,Steam Turbine,Good,68.71333248882023,0.6099050120952142
2598,2024-01-14,Fish Carrier,Heavy Fuel Oil (HFO),Fair,17.734691263802034,1.0978748677643302
2599,2024-01-21,Fish Carrier,Steam Turbine,Critical,32.83350076991179,1.123597549712401
2600,2024-01-28,Bulk Carrier,Diesel,Fair,60.62370021639804,0.8230265440268397
2601,2024-02-04,Tanker,Steam Turbine,Good,58.64881340413197,0.1245639527902036
2602,2024-02-11,Bulk Carrier,Diesel,Fair,22.808374047819918,0.7219543952477159
2603,2024-02-18,Container Ship,Diesel,Critical,18.20881136694274,0.9917373292087232
2604,2024-02-25,Tanker,Steam Turbine,Fair,41.69405576582378,1.093496526357335
2605,2024-03-03,Container Ship,Heavy Fuel Oil (HFO),Good,27.96326101025732,1.2738936884658962
2606,2024-03-10,Bulk Carrier,Heavy Fuel Oil (HFO),Good,39.617649779214965,1.1236503333448298
2607,2024-03-17,Tanker,Heavy Fuel Oil (HFO),Fair,22.081584556002,0.4764157242550307
2608,2024-03-24,Container Ship,Heavy Fuel Oil (HFO),Critical,71.29771975221135,1.4090665779006513
2609,2024-03-31,Bulk Carrier,,Critical,53.989920708027874,0.9002626497194743
2610,2024-04-07,Bulk Carrier,Steam Turbine,Critical,69.43662038019474,1.1152399170321492
2611,2024-04-14,Tanker,Heavy Fuel Oil (HFO),Critical,48.20506858470252,1.20510913477545
2612,2024-04-21,Bulk Carrier,Heavy Fuel Oil (HFO),Good,70.21877972682535,0.4762294018314715
2613,2024-04-28,Tanker,Heavy Fuel Oil (HFO),Fair,27.47792537728573,0.6309925677235247
2614,2024-05-05,Container Ship,Diesel,Critical,50.63807154824551,1.1912725178948618
2615,2024-05-12,Tanker,Steam Turbine,Fair,38.60913403870814,0.5780744889243822
2616,2024-05-19,Fish Carrier,Steam Turbine,Good,47.57801431806878,0.5183093120676924
2617,2024-05-26,Container Ship,Steam Turbine,Fair,15.10625467407304,0.6528136813237723
2618,2024-06-02,Tanker,Diesel,Critical,16.85703228390524,1.0468911220423438
2619,2024-06-09,Tanker,Diesel,Fair,48.35062240123848,0.9859969743308435
2620,2024-06-16,Fish Carrier,Steam Turbine,Good,34.20691457109345,0.6614320701174795
2621,2024-06-23,Tanker,Heavy Fuel Oil (HFO),Good,32.64580464612732,0.8041936820633755
2622,2024-06-30,Container Ship,Steam Turbine,Critical,45.17217019230128,1.270711199594052
2623,2023-06-04,Fish Carrier,Steam Turbine,Fair,63.632411863459104,0.8325446307017618
2624,2023-06-11,Fish Carrier,Diesel,Critical,40.68559502230672,0.3456992360642068
2625,2023-06-18,Fish Carrier,Heavy Fuel Oil (HFO),Fair,48.938337083866976,0.4163410076893538
2626,2023-06-25,Tanker,Diesel,Critical,44.65161270226127,0.5617865963297218
2627,2023-07-02,Bulk Carrier,Heavy Fuel Oil (HFO),Critical,15.280693142846433,0.3657165287568957
2628,2023-07-09,Container Ship,Heavy Fuel Oil (HFO),Good,16.746232512624758,0.8770408405952222
2629,2023-07-16,Container Ship,Steam Turbine,Good,14.09383232401334,1.2986881078700414
2630,2023-07-23,Tanker,Steam Turbine,Fair,24.18165008841236,0.4701082160811516
2631,2023-07-30,Fish Carrier,Diesel,Good,59.12453146594844,1.2913433997481183
2632,2023-08-06,Fish Carrier,Steam Turbine,Good,18.41356754587292,1.4194670477985794
2633,2023-08-13,Container Ship,Steam Turbine,Fair,41.61456682920394,0.4617525934180274
2634,2023-08-20,Tanker,Heavy Fuel Oil (HFO),Fair,54.00172519928939,0.850514388288655
2635,2023-08-27,Bulk Carrier,Steam Turbine,Good,56.58941328227093,0.7124464207697565
2636,2023-09-03,Tanker,Heavy Fuel Oil (HFO),Critical,68.83357351197886,1.482057881417786
2637,2023-09-10,Container Ship,Diesel,Critical,16.533801810183284,0.7998256023713298
2638,2023-09-17,Fish Carrier,Diesel,Good,62.72528410549186,1.3171636888630671
2639,2023-09-24,Tanker,Diesel,Good,62.94677320100271,0.4685988210844674
2640,2023-10-01,Tanker,Steam Turbine,Critical,15.19221110502217,0.3406996604779378
2641,2023-10-08,Container Ship,Steam Turbine,Fair,66.18030019639187,0.2116069096416056
2642,2023-10-15,Container Ship,Steam Turbine,Fair,27.557988157951257,0.7665554931468388
2643,2023-10-22,Container Ship,Heavy Fuel Oil (HFO),Good,26.62069009590197,1.3092022112309412
2644,2023-10-29,Fish Carrier,Heavy Fuel Oil (HFO),Critical,14.30816795156297,0.4938695966545745
2645,2023-11-05,Bulk Carrier,Steam Turbine,Critical,53.1578906897484,0.1551725536721543
2646,2023-11-12,Tanker,Steam Turbine,Good,18.803504941158245,0.8110927042026854
2647,2023-11-19,Container Ship,Steam Turbine,Fair,25.252580540464454,1.0679595092071223
2648,2023-11-26,,Heavy Fuel Oil (HFO),Fair,60.76498995191555,0.4100850261276449
2649,2023-12-03,Bulk Carrier,Diesel,Good,42.094395150029456,1.1019133657763318
2650,2023-12-10,Fish Carrier,Steam Turbine,Fair,62.91035507368347,0.1544861743031224
2651,2023-12-17,Container Ship,Diesel,Critical,39.8072490432553,0.6191968850072072
2652,2023-12-24,Container Ship,Steam Turbine,Good,39.41083062534685,0.1111411801506147
2653,2023-12-31,Tanker,Steam Turbine,,30.18421056051608,0.569910010360597
2654,2024-01-07,Tanker,Steam Turbine,Fair,38.35875851907039,0.4964622858763203
2655,2024-01-14,Fish Carrier,Diesel,Good,27.85496075422899,0.470351403175763
2656,2024-01-21,Tanker,Steam Turbine,Fair,15.082273067746016,0.4723701874183202
2657,2024-01-28,Container Ship,Heavy Fuel Oil (HFO),Fair,71.89250154419013,0.1946786436178632
2658,2024-02-04,Tanker,Diesel,Good,69.53419651647528,0.1050323311733737
2659,2024-02-11,Tanker,Diesel,Fair,19.87214176959001,1.224004982616137
2660,2024-02-18,Bulk Carrier,Steam Turbine,Good,12.73736986555834,0.1822451604024057
2661,2024-02-25,Container Ship,Diesel,Fair,51.9937078288344,1.3652835337141829
2662,2024-03-03,Fish Carrier,Heavy Fuel Oil (HFO),Fair,55.78717639508295,1.4474141972817902
2663,2024-03-10,Tanker,Heavy Fuel Oil (HFO),Good,27.900455750027824,1.372908720548646
2664,2024-03-17,Bulk Carrier,Steam Turbine,Fair,22.16704179542474,0.5291463321713576
2665,2024-03-24,Container Ship,Diesel,Fair,15.671186928907977,1.2457217144194754
2666,2024-03-31,Bulk Carrier,Heavy Fuel Oil (HFO),Good,27.90937824406169,1.029261093657981
2667,2024-04-07,Tanker,Heavy Fuel Oil (HFO),Critical,22.073279988009197,1.154681066415351
2668,2024-04-14,,Diesel,Good,24.820757825325195,0.7430887316731798
2669,2024-04-21,Tanker,Heavy Fuel Oil (HFO),Critical,44.70116710300636,0.5002481523002162
2670,2024-04-28,Fish Carrier,Heavy Fuel Oil (HFO),Critical,44.07964228249606,1.159422083797869
2671,2024-05-05,Tanker,Diesel,Good,24.073963782324014,0.5418698863332251
2672,2024-05-12,Container Ship,Heavy Fuel Oil (HFO),Fair,13.05555581038245,0.8866946498333933
2673,2024-05-19,Container Ship,Steam Turbine,Critical,42.00282281102689,0.2683047393474871
2674,2024-05-26,Tanker,Diesel,Fair,31.377308847623677,0.2222841521811308
2675,2024-06-02,,Heavy Fuel Oil (HFO),Fair,26.92608788523619,1.036168233381608
2676,2024-06-09,Tanker,Steam Turbine,Fair,29.86470080777682,0.7908992891331187
2677,2024-06-16,Tanker,Diesel,Fair,15.651287485854311,0.9084368223171227
2678,2024-06-23,Container Ship,Heavy Fuel Oil (HFO),Fair,44.06749777351671,0.8424712734444617
2679,2024-06-30,Fish Carrier,Heavy Fuel Oil (HFO),Good,15.974407288087283,0.2558721213974974
2680,2023-06-04,,Steam Turbine,Fair,58.64896579491962,1.010171179325074
2681,2023-06-11,Bulk Carrier,Diesel,Critical,16.322673967434106,1.339379793599892
2682,2023-06-18,Fish Carrier,Diesel,Fair,60.16227563176692,0.3661018067037936
2683,2023-06-25,Tanker,Heavy Fuel Oil (HFO),Critical,28.285008598763387,0.5476578861684359
2684,2023-07-02,Bulk Carrier,Heavy Fuel Oil (HFO),Good,49.83846210985858,1.4181455559290113
2685,2023-07-09,,Heavy Fuel Oil (HFO),Critical,52.33662607638624,0.917655275809297
2686,2023-07-16,Fish Carrier,Diesel,,21.3218800923798,0.7983898655255725
2687,2023-07-23,Fish Carrier,Steam Turbine,Fair,60.468398584070414,1.2989605769847097
2688,2023-07-30,Tanker,Heavy Fuel Oil (HFO),Fair,59.788333759633886,1.3656234518468555
2689,2023-08-06,Bulk Carrier,Diesel,Fair,44.95412589530533,0.2303794579567686
2690,2023-08-13,Fish Carrier,Diesel,Good,63.80089156122159,0.8048870809712416
2691,2023-08-20,Container Ship,Heavy Fuel Oil (HFO),Good,14.767563675133204,0.6083853265293218
